train_loss,epoch,step,accuracy_score,f1,recall,precision
32.44655990600586,0,0,,,,
27.69265365600586,1,1,,,,
23.497081756591797,2,2,,,,
19.846832275390625,3,3,,,,
16.700937271118164,4,4,,,,
14.009580612182617,5,5,,,,
11.719340324401855,6,6,,,,
9.78030776977539,7,7,,,,
8.147502899169922,8,8,,,,
6.782706260681152,9,9,,,,
5.651507377624512,10,10,,,,
0.6586528510816506,11,11,,,,
0.5561338851792333,12,12,,,,
0.4881526002551987,13,13,,,,
0.4442870131568567,14,14,,,,
0.41306356849885617,15,15,,,,
0.39141679988565,16,16,,,,
0.3769467486469972,17,17,,,,
0.3677773640234604,18,18,,,,
0.3624179276520785,19,19,,,,
0.3601530067299813,20,20,,,,
0.35804291783800885,21,21,,,,
0.3628109110798938,22,22,,,,
0.36322305559571433,23,23,,,,
0.3606639893675271,24,24,,,,
0.3563941129860382,25,25,,,,
0.35560168064457814,26,26,,,,
0.35417972765168315,27,27,,,,
0.3514505146886683,28,28,,,,
0.3479267360305757,29,29,,,,
0.34319685029038294,30,30,,,,
0.3372172034292875,31,31,,,,
0.33017674324874857,32,32,,,,
0.3222683576755152,33,33,,,,
0.3137995463844368,34,34,,,,
0.30535544481534327,35,35,,,,
0.2972538313118549,36,36,,,,
0.2921351825251987,37,37,,,,
0.28795773984734296,38,38,,,,
0.2832240821950679,39,39,,,,
0.2774400941090677,40,40,,,,
0.2706497567147585,41,41,,,,
0.26295665444922645,42,42,,,,
0.2545005091722589,43,43,,,,
0.24682500403716306,44,44,,,,
0.24097010349710232,45,45,,,,
0.23431393063437245,46,46,,,,
0.22875325078448047,47,47,,,,
0.22273760487266123,48,48,,,,
0.2163359562588448,49,49,,,,
0.2096292440892933,50,50,,,,
0.20268652959122482,51,51,,,,
0.19558259080679138,52,52,,,,
0.1893721099441595,53,53,,,,
0.18422216149174575,54,54,,,,
0.17939895750224372,55,55,,,,
0.1745056366301475,56,56,,,,
0.16893059780644423,57,57,,,,
0.16279023417912844,58,58,,,,
0.15739926607944657,59,59,,,,
0.1530961113336702,60,60,,,,
0.14878110111110404,61,61,,,,
0.14424947489103637,62,62,,,,
0.13952509021785264,63,63,,,,
0.1346469823877534,64,64,,,,
0.1296647086350476,65,65,,,,
0.12519778400803439,66,66,,,,
0.12163526294756594,67,67,,,,
0.11725205475839151,68,68,,,,
0.11255682085089802,69,69,,,,
0.10897781313622835,70,70,,,,
0.10495712688458525,71,71,,,,
0.10088089717556989,72,72,,,,
0.09694491009336745,73,73,,,,
0.09294974547327059,74,74,,,,
0.08918897585540494,75,75,,,,
0.08600165832860185,76,76,,,,
0.08270680221434536,77,77,,,,
0.07934465423538348,78,78,,,,
0.07597314241340672,79,79,,,,
0.07285128747078248,80,80,,,,
0.07001682939041957,81,81,,,,
0.06753690516924314,82,82,,,,
0.06493338363282641,83,83,,,,
0.06250326059240607,84,84,,,,
0.06025065252099574,85,85,,,,
0.058174836710170444,86,86,,,,
0.056272040005580254,87,87,,,,
0.054535505326471875,88,88,,,,
0.052955921391387634,89,89,,,,
0.05152266804587328,90,90,,,,
0.050223601306083915,91,91,,,,
0.04904590722644177,92,92,,,,
0.04797749588991708,93,93,,,,
0.04700594383297096,94,94,,,,
0.04611991906947553,95,95,,,,
0.04530890503741181,96,96,,,,
0.04456344203632911,97,97,,,,
0.0438749045065452,98,98,,,,
0.04323603473532846,99,99,,,,
0.04264004967378754,100,100,,,,
0.04207965941530285,101,101,,,,
0.04155201615642345,102,102,,,,
0.041051888888290526,103,103,,,,
0.04057542787647213,104,104,,,,
0.04011937407774519,105,105,,,,
0.03968059084211122,106,106,,,,
0.039256976985598484,107,107,,,,
0.03884650120998235,108,108,,,,
0.03844681744871574,109,109,,,,
0.03805690199084073,110,110,,,,
0.037675329211051455,111,111,,,,
0.037301293536960475,112,112,,,,
0.03693369722566389,113,113,,,,
0.03657214921133929,114,114,,,,
0.03621585386469837,115,115,,,,
0.03586437209568418,116,116,,,,
0.035517374577579,117,117,,,,
0.03517446016967385,118,118,,,,
0.034835396410668934,119,119,,,,
0.034499956941489905,120,120,,,,
0.034168292120305074,121,121,,,,
0.03384013099929009,122,122,,,,
0.033515694882209984,123,123,,,,
0.03319515544299194,124,124,,,,
0.032878650464805134,125,125,,,,
0.03256644912953301,126,126,,,,
0.03225853657604731,127,127,,,,
0.03195536032476812,128,128,,,,
0.031657201915679445,129,129,,,,
0.031364096942269507,130,130,,,,
0.03107634254063911,131,131,,,,
0.030793806949379412,132,132,,,,
0.030516637234709147,133,133,,,,
0.03024478741032511,134,134,,,,
0.029977951544272526,135,135,,,,
0.02971632189368316,136,136,,,,
0.029459391212303867,137,137,,,,
0.029207190682266945,138,138,,,,
0.028959235933874415,139,139,,,,
0.0287153979581204,140,140,,,,
0.02847537739498576,141,141,,,,
0.028238734410447483,142,142,,,,
0.028005294451572474,143,143,,,,
0.027774705370380934,144,144,,,,
0.027542997296818653,145,145,,,,
0.027310229015781586,146,146,,,,
0.027079569099309555,147,147,,,,
0.026850645045879647,148,148,,,,
0.026623620127684065,149,149,,,,
0.026398263008231823,150,150,,,,
0.026480130533451676,151,151,,,,
0.02645759619590444,152,152,,,,
0.02643506919644368,153,153,,,,
0.0264123782235566,154,154,,,,
0.026389767505719565,155,155,,,,
0.02636691950204747,156,156,,,,
0.02634398558885814,157,157,,,,
0.026321033457359817,158,158,,,,
0.026298101553347324,159,159,,,,
0.02627516843330003,160,160,,,,
0.026252150082804994,161,161,,,,
0.026229053853612648,162,162,,,,
0.026205958751980347,163,163,,,,
0.026182883095132163,164,164,,,,
0.02615974227212894,165,165,,,,
0.026136554595016126,166,166,,,,
