train_loss,epoch,step
191.48141479492188,0,0
187.01853942871094,1,1
182.76316833496094,2,2
178.71116638183594,3,3
175.16287231445312,4,4
171.86062622070312,5,5
168.92105102539062,6,6
166.32420349121094,7,7
163.8351287841797,8,8
161.30029296875,9,9
159.07485961914062,10,10
157.211181640625,11,11
155.4962158203125,12,12
153.7891845703125,13,13
152.01055908203125,14,14
150.2666473388672,15,15
148.5123291015625,16,16
146.87603759765625,17,17
145.51925659179688,18,18
144.3225860595703,19,19
143.1193084716797,20,20
141.83349609375,21,21
140.62893676757812,22,22
139.4959259033203,23,23
138.39877319335938,24,24
137.27798461914062,25,25
136.12400817871094,26,26
135.008056640625,27,27
133.9265899658203,28,28
132.89501953125,29,29
131.91064453125,30,30
130.93325805664062,31,31
129.9283905029297,32,32
128.88421630859375,33,33
127.82988739013672,34,34
126.77735137939453,35,35
125.75041961669922,36,36
124.75035095214844,37,37
123.74363708496094,38,38
122.72798156738281,39,39
121.70606231689453,40,40
120.69159698486328,41,41
119.71137237548828,42,42
118.78013610839844,43,43
117.88829040527344,44,44
117.01002502441406,45,45
116.12254333496094,46,46
115.22669982910156,47,47
114.32524871826172,48,48
113.41999816894531,49,49
112.51242065429688,50,50
111.60569763183594,51,51
110.71324157714844,52,52
109.83731842041016,53,53
108.96927642822266,54,54
108.10450744628906,55,55
107.24311065673828,56,56
106.37163543701172,57,57
105.47881317138672,58,58
104.58539581298828,59,59
103.69249725341797,60,60
102.80587768554688,61,61
101.92726135253906,62,62
101.05369567871094,63,63
100.18760681152344,64,64
99.33326721191406,65,65
98.49098205566406,66,66
97.65555572509766,67,67
96.835205078125,68,68
96.02289581298828,69,69
95.20191955566406,70,70
94.36827087402344,71,71
93.52924346923828,72,72
92.70071411132812,73,73
91.88848114013672,74,74
91.09136199951172,75,75
90.29779815673828,76,76
89.50582885742188,77,77
88.73009490966797,78,78
87.99165344238281,79,79
87.27764129638672,80,80
86.57119750976562,81,81
85.86943817138672,82,82
85.17394256591797,83,83
84.48332977294922,84,84
83.80531311035156,85,85
83.1336669921875,86,86
82.45990753173828,87,87
81.78914642333984,88,88
81.12986755371094,89,89
80.49127960205078,90,90
79.86708068847656,91,91
79.25117492675781,92,92
78.637939453125,93,93
78.02893829345703,94,94
77.43022918701172,95,95
76.83628845214844,96,96
76.24720001220703,97,97
75.66613006591797,98,98
75.09322357177734,99,99
74.52813720703125,100,100
73.965087890625,101,101
73.40277862548828,102,102
72.84540557861328,103,103
72.294189453125,104,104
71.74723052978516,105,105
71.20381927490234,106,106
70.66011047363281,107,107
70.11892700195312,108,108
69.58543395996094,109,109
69.06168365478516,110,110
68.54846954345703,111,111
68.04146575927734,112,112
67.5338363647461,113,113
67.03257751464844,114,114
66.54331970214844,115,115
66.0603256225586,116,116
65.58345794677734,117,117
65.11213684082031,118,118
64.64073181152344,119,119
64.16902160644531,120,120
63.70262145996094,121,121
63.24329376220703,122,122
62.78904724121094,123,123
62.33887481689453,124,124
61.89542007446289,125,125
61.45392608642578,126,126
61.01032257080078,127,127
60.568016052246094,128,128
60.12804412841797,129,129
59.68739318847656,130,130
59.24563217163086,131,131
58.802303314208984,132,132
58.35765838623047,133,133
57.91233825683594,134,134
57.46649932861328,135,135
57.02151107788086,136,136
56.58081817626953,137,137
56.14116668701172,138,138
55.70195770263672,139,139
55.26321029663086,140,140
54.82457733154297,141,141
54.38710403442383,142,142
53.95065689086914,143,143
53.51508331298828,144,144
53.08250427246094,145,145
52.65440368652344,146,146
52.22772979736328,147,147
51.80365753173828,148,148
51.385562896728516,149,149
50.97023391723633,150,150
50.5567626953125,151,151
50.14588928222656,152,152
49.737060546875,153,153
49.330623626708984,154,154
48.92505645751953,155,155
48.52330017089844,156,156
48.12574768066406,157,157
47.73255157470703,158,158
47.34065246582031,159,159
46.94662857055664,160,160
46.55718231201172,161,161
46.17311477661133,162,162
45.79194641113281,163,163
45.41255187988281,164,164
45.0289306640625,165,165
44.64325714111328,166,166
44.259521484375,167,167
43.87728500366211,168,168
43.49641418457031,169,169
43.11421203613281,170,170
42.73381805419922,171,171
42.347328186035156,172,172
41.94654083251953,173,173
41.53771209716797,174,174
41.12873077392578,175,175
40.72295379638672,176,176
40.316097259521484,177,177
39.90980911254883,178,178
39.51190948486328,179,179
39.112884521484375,180,180
38.71397399902344,181,181
38.3184814453125,182,182
37.92802047729492,183,183
37.53648376464844,184,184
37.145843505859375,185,185
36.75237274169922,186,186
36.35378646850586,187,187
35.95974349975586,188,188
35.57111358642578,189,189
35.18851852416992,190,190
34.80760955810547,191,191
34.43326950073242,192,192
34.06528854370117,193,193
33.698768615722656,194,194
33.33389663696289,195,195
32.9742431640625,196,196
32.61631393432617,197,197
32.259376525878906,198,198
31.911136627197266,199,199
31.562557220458984,200,200
31.212736129760742,201,201
30.866466522216797,202,202
30.52098274230957,203,203
30.17508316040039,204,204
29.830341339111328,205,205
29.487628936767578,206,206
29.144306182861328,207,207
28.803056716918945,208,208
28.463685989379883,209,209
28.12546157836914,210,210
27.78630256652832,211,211
27.44550323486328,212,212
27.106718063354492,213,213
26.76913070678711,214,214
26.432498931884766,215,215
26.09664535522461,216,216
25.762418746948242,217,217
25.42805290222168,218,218
25.08753776550293,219,219
24.744380950927734,220,220
24.397886276245117,221,221
24.05135726928711,222,222
23.709964752197266,223,223
23.373416900634766,224,224
23.03996467590332,225,225
22.70964813232422,226,226
22.383365631103516,227,227
22.060523986816406,228,228
21.740131378173828,229,229
21.42313003540039,230,230
21.10923957824707,231,231
20.799612045288086,232,232
20.494205474853516,233,233
20.193458557128906,234,234
19.89670753479004,235,235
19.603652954101562,236,236
19.31267738342285,237,237
19.02598762512207,238,238
18.744220733642578,239,239
18.4666748046875,240,240
18.193500518798828,241,241
17.926050186157227,242,242
17.663732528686523,243,243
17.40792465209961,244,244
17.15877914428711,245,245
16.913320541381836,246,246
16.671733856201172,247,247
16.434707641601562,248,248
16.201915740966797,249,249
15.97286605834961,250,250
15.950173377990723,251,251
15.927518844604492,252,252
15.904905319213867,253,253
15.882341384887695,254,254
15.859846115112305,255,255
15.837434768676758,256,256
15.815156936645508,257,257
15.793071746826172,258,258
15.771085739135742,259,259
15.749174118041992,260,260
15.727362632751465,261,261
15.705629348754883,262,262
15.68397331237793,263,263
15.662405014038086,264,264
15.64095401763916,265,265
15.619573593139648,266,266
15.598255157470703,267,267
15.576963424682617,268,268
15.555708885192871,269,269
15.53451919555664,270,270
15.51339054107666,271,271
15.49234676361084,272,272
15.471344947814941,273,273
15.450395584106445,274,274
15.429474830627441,275,275
15.40859603881836,276,276
15.387746810913086,277,277
15.366939544677734,278,278
15.346197128295898,279,279
15.325483322143555,280,280
15.304798126220703,281,281
15.284147262573242,282,282
15.26352596282959,283,283
15.242936134338379,284,284
15.222375869750977,285,285
15.201860427856445,286,286
15.181392669677734,287,287
15.160933494567871,288,288
15.140496253967285,289,289
15.120085716247559,290,290
15.099679946899414,291,291
15.07930850982666,292,292
15.058948516845703,293,293
15.03860092163086,294,294
15.018291473388672,295,295
14.998003005981445,296,296
14.97773551940918,297,297
14.957490921020508,298,298
14.937252044677734,299,299
14.91702938079834,300,300
14.896808624267578,301,301
14.876588821411133,302,302
14.85640811920166,303,303
14.836252212524414,304,304
14.816092491149902,305,305
14.795957565307617,306,306
14.775849342346191,307,307
14.755728721618652,308,308
14.735610008239746,309,309
14.715513229370117,310,310
14.695270538330078,311,311
14.674927711486816,312,312
14.654557228088379,313,313
14.634134292602539,314,314
14.61357307434082,315,315
14.592866897583008,316,316
14.572144508361816,317,317
14.551392555236816,318,318
14.530637741088867,319,319
14.50991153717041,320,320
14.489208221435547,321,321
14.468535423278809,322,322
14.44791316986084,323,323
14.42733383178711,324,324
14.406773567199707,325,325
14.386247634887695,326,326
14.365754127502441,327,327
14.34528923034668,328,328
14.32485294342041,329,329
14.30446720123291,330,330
14.284092903137207,331,331
14.263768196105957,332,332
14.243465423583984,333,333
14.223189353942871,334,334
14.20295524597168,335,335
14.182741165161133,336,336
14.162571907043457,337,337
14.14243221282959,338,338
14.12234115600586,339,339
14.102291107177734,340,340
14.082253456115723,341,341
14.062244415283203,342,342
14.042268753051758,343,343
14.022317886352539,344,344
14.002399444580078,345,345
13.982527732849121,346,346
13.96267318725586,347,347
13.942842483520508,348,348
13.923063278198242,349,349
