train_loss,epoch,step
27.6038818359375,0,0
23.411033630371094,1,1
19.800525665283203,2,2
16.688297271728516,3,3
14.007913589477539,4,4
11.706055641174316,5,5
9.734334945678711,6,6
8.04648494720459,7,7
6.602614402770996,8,8
5.371784687042236,9,9
4.330913543701172,10,10
0.48565858322526906,11,11
0.40285722541707525,12,12
0.34366013850629784,13,13
0.3026718049734905,14,14
0.27572899458071737,15,15
0.2664490999225368,16,16
0.2613795071953053,17,17
0.2578684659590904,18,18
0.25515884794563193,19,19
0.25280749900475713,20,20
0.2506053498809706,21,21
0.2484661935302439,22,22
0.24933591838748187,23,23
0.2535056491215649,24,24
0.2564821575306283,25,25
0.2580668078534888,26,26
0.255903630858195,27,27
0.25060528732867626,28,28
0.24391298564479516,29,29
0.24411809671544932,30,30
0.24389828178023354,31,31
0.24218147432073867,32,32
0.2389021145061862,33,33
0.23449842629631562,34,34
0.23028545144359355,35,35
0.227030572054437,36,36
0.22412985160867258,37,37
0.21984784301806576,38,38
0.2162502728872931,39,39
0.21456858953320906,40,40
0.21213765377200605,41,41
0.2100523960406949,42,42
0.20828360000736726,43,43
0.20678079956701034,44,44
0.20550200773359903,45,45
0.2044115917399602,46,46
0.20348024065130027,47,47
0.20277981612785254,48,48
0.2021777562815965,49,49
0.2014534113605265,50,50
0.2010840346017071,51,51
0.2005606728904862,52,52
0.1998961817163405,53,53
0.196777186403412,54,54
0.19453529910934542,55,55
0.19312756203648807,56,56
0.19222320580729557,57,57
0.19161240854705797,58,58
0.1909394067008566,59,59
0.18805795377302853,60,60
0.18549716925575016,61,61
0.18321826014093295,62,62
0.1811873229597174,63,63
0.17937489198459497,64,64
0.17775594765320726,65,65
0.17639029132771392,66,66
0.17501133577292224,67,67
0.17151452734098466,68,68
0.1684064437378751,69,69
0.1656400770444897,70,70
0.1631743792215481,71,71
0.16130325699963444,72,72
0.16110206312779385,73,73
0.15889545517827233,74,74
0.15800133803728078,75,75
0.15683704136809282,76,76
0.1551405534412262,77,77
0.15295425275471827,78,78
0.15192301885165083,79,79
0.1504326164876295,80,80
0.14827823171425228,81,81
0.14722011522450207,82,82
0.14627623061736617,83,83
0.14411274330578835,84,84
0.14149726169365806,85,85
0.13958804548438136,86,86
0.1384818419399568,87,87
0.13748009142837544,88,88
0.13599564575477419,89,89
0.13449462537564627,90,90
0.13388350074677394,91,91
0.13159922249534764,92,92
0.1291243425667176,93,93
0.1287870832331652,94,94
0.1263819200868562,95,95
0.1221772748691569,96,96
0.12105317944316596,97,97
0.11990539672585838,98,98
0.11739654723177764,99,99
0.11460934755558869,100,100
0.11212351149462911,101,101
0.11129723360608139,102,102
0.10885962580021458,103,103
0.10461617336488316,104,104
0.10384256145546744,105,105
0.10333036609064442,106,106
0.10117811244777286,107,107
0.0984850041424753,108,108
0.09578852692461029,109,109
0.09531649938999195,110,110
0.09330519890802413,111,111
0.08977864481748236,112,112
0.08935668862018553,113,113
0.0894064265654015,114,114
0.08758241550188335,115,115
0.0852149532881534,116,116
0.08271679011050763,117,117
0.08123648349696815,118,118
0.07987990729352759,119,119
0.07844497309771202,120,120
0.0784575297902808,121,121
