train_loss,epoch,step,accuracy_score,f1,recall,precision
40.38179016113281,0,0,,,,
34.842002868652344,1,1,,,,
29.814889907836914,2,2,,,,
25.31074333190918,3,3,,,,
21.327476501464844,4,4,,,,
17.85081672668457,5,5,,,,
14.858579635620117,6,6,,,,
12.313940048217773,7,7,,,,
10.167972564697266,8,8,,,,
8.369762420654297,9,9,,,,
6.872608661651611,10,10,,,,
0.7154299004269894,11,11,,,,
0.5846780629955289,12,12,,,,
0.48842807917083764,13,13,,,,
0.4185523316642161,14,14,,,,
0.3754806996225524,15,15,,,,
0.3491225969874016,16,16,,,,
0.3430521533563594,17,17,,,,
0.34427964942569833,18,18,,,,
0.34831429714839945,19,19,,,,
0.3517435965920463,20,20,,,,
0.3540745641844074,21,21,,,,
0.35497307059310756,22,22,,,,
0.3542071910862438,23,23,,,,
0.3516073383439915,24,24,,,,
0.3482092512977637,25,25,,,,
0.3443863063509936,26,26,,,,
0.34026008012506637,27,27,,,,
0.33567064103772515,28,28,,,,
0.3305120199280124,29,29,,,,
0.3247286250737267,30,30,,,,
0.3182970441152135,31,31,,,,
0.3111887395436047,32,32,,,,
0.30352251817210396,33,33,,,,
0.29537347058317903,34,34,,,,
0.28683081783412717,35,35,,,,
0.2779727503648543,36,36,,,,
0.2688802708710137,37,37,,,,
0.2595741475359975,38,38,,,,
0.2501099736652037,39,39,,,,
0.24063673797517265,40,40,,,,
0.23123875065038194,41,41,,,,
0.2221458506060694,42,42,,,,
0.21326868261620155,43,43,,,,
0.20653838370418587,44,44,,,,
0.20060747172259857,45,45,,,,
0.1944657808671369,46,46,,,,
0.18954059437639362,47,47,,,,
0.18425414665080111,48,48,,,,
0.1786927856238259,49,49,,,,
0.1729538290343493,50,50,,,,
0.16710675101636668,51,51,,,,
0.16124069057497256,52,52,,,,
0.15542181724024204,53,53,,,,
0.1496752960152152,54,54,,,,
0.14400645791829958,55,55,,,,
0.1384097652079851,56,56,,,,
0.1328796585478759,57,57,,,,
0.12739568571376372,58,58,,,,
0.12195776408428417,59,59,,,,
0.11739902488764956,60,60,,,,
0.1131488611254241,61,61,,,,
0.10904157692778327,62,62,,,,
0.10589785318398072,63,63,,,,
0.10242474310976833,64,64,,,,
0.09849584599341497,65,65,,,,
0.09434535884298387,66,66,,,,
0.0904134409325822,67,67,,,,
0.08749593005001088,68,68,,,,
0.08534250413827925,69,69,,,,
0.08316545600257103,70,70,,,,
0.08081322057345816,71,71,,,,
0.07823855334208107,72,72,,,,
0.0754597122240455,73,73,,,,
0.07270356173504956,74,74,,,,
0.07070901940217743,75,75,,,,
0.06843632525862775,76,76,,,,
0.06609950459428107,77,77,,,,
0.0637402523316084,78,78,,,,
0.061270205154047255,79,79,,,,
0.05910099260444303,80,80,,,,
0.057044661436908596,81,81,,,,
0.05490572808532889,82,82,,,,
0.05279609249590213,83,83,,,,
0.05089320397573549,84,84,,,,
0.04884104337047136,85,85,,,,
0.04681301683454643,86,86,,,,
0.044861027295394255,87,87,,,,
0.04287823844977371,88,88,,,,
0.04095659494309346,89,89,,,,
0.03920249146622869,90,90,,,,
0.0376344433258602,91,91,,,,
0.03603984923537557,92,92,,,,
0.03453620998730717,93,93,,,,
0.033125112419894305,94,94,,,,
0.03180571278185847,95,95,,,,
0.030575226020982924,96,96,,,,
0.02943029759682881,97,97,,,,
0.028367879350150473,98,98,,,,
0.027384325311102527,99,99,,,,
0.026476690635633175,100,100,,,,
0.02564231046569966,101,101,,,,
0.024878535050315558,102,102,,,,
0.02418212370401424,103,103,,,,
0.023549707955488806,104,104,,,,
0.022976375983177817,105,105,,,,
0.022457091053474168,106,106,,,,
0.021985812363191717,107,107,,,,
0.021556944208397336,108,108,,,,
0.021165313968790157,109,109,,,,
0.020806829075932516,110,110,,,,
0.020477910874896928,111,111,,,,
0.020175673370056713,112,112,,,,
0.019897444612012656,113,113,,,,
0.01964005131185176,114,114,,,,
0.01940091611232916,115,115,,,,
0.019176864582131123,116,116,,,,
0.018965735985826238,117,117,,,,
0.018765751966617342,118,118,,,,
0.018575686284504313,119,119,,,,
0.018394968082606992,120,120,,,,
0.018222580707292504,121,121,,,,
0.01805798882456129,122,122,,,,
0.01789625094058978,123,123,,,,
0.01773624438732091,124,124,,,,
0.017581412508550057,125,125,,,,
0.017430959208639234,126,126,,,,
0.017284615257663033,127,127,,,,
0.017141990118210385,128,128,,,,
0.01700298748634142,129,129,,,,
0.016867397860534164,130,130,,,,
0.016734643788282325,131,131,,,,
0.01660419024298424,132,132,,,,
0.01647597547130975,133,133,,,,
0.01634936721234992,134,134,,,,
0.016224477046021344,135,135,,,,
0.01610123822255121,136,136,,,,
0.015979650376764062,137,137,,,,
0.015859755803655427,138,138,,,,
0.01574159187146851,139,139,,,,
0.015624879040843535,140,140,,,,
0.01550963174388047,141,141,,,,
0.015395789645046992,142,142,,,,
0.015283369893924368,143,143,,,,
0.01517222777155196,144,144,,,,
0.015062463820896791,145,145,,,,
0.014953914465998256,146,146,,,,
0.014846537414435172,147,147,,,,
0.014740100455687367,148,148,,,,
0.014634419918716033,149,149,,,,
0.014529514575939937,150,150,,,,
0.014548899960371623,151,151,,,,
0.014538508211637892,152,152,,,,
0.014527994392661836,153,153,,,,
0.014517521462494902,154,154,,,,
0.014507089019720365,155,155,,,,
0.014496634037096365,156,156,,,,
0.01448611467670766,157,157,,,,
0.01447566374597287,158,158,,,,
0.01446522593151173,159,159,,,,
0.014454784118921631,160,160,,,,
0.014444291446210837,161,161,,,,
0.014433814710721742,162,162,,,,
0.014423319802985017,163,163,,,,
0.014412856109171283,164,164,,,,
0.014402385128016674,165,165,,,,
0.014391901291794655,166,166,,,,
0.014381456727917342,167,167,,,,
0.01437089073548216,168,168,,,,
0.014360394066156705,169,169,,,,
0.014349869745124286,170,170,,,,
0.01433936058428325,171,171,,,,
0.014328774632735245,172,172,,,,
0.014318293258904605,173,173,,,,
0.014307754103277318,174,174,,,,
0.014297232832175256,175,175,,,,
0.014286652499959699,176,176,,,,
0.014276097421774884,177,177,,,,
0.014265501959024988,178,178,,,,
0.01425497903969275,179,179,,,,
0.014244308142043503,180,180,,,,
0.014233695019356995,181,181,,,,
0.014223086811034628,182,182,,,,
0.01421245958772627,183,183,,,,
0.01420185857606274,184,184,,,,
0.014191167140246855,185,185,,,,
0.014180481644292524,186,186,,,,
0.014169789225499767,187,187,,,,
0.014159107848770357,188,188,,,,
0.014148372733486134,189,189,,,,
0.014137670032740428,190,190,,,,
0.01412689707493888,191,191,,,,
0.014116145229358815,192,192,,,,
0.014105363617865489,193,193,,,,
0.01409462921713626,194,194,,,,
0.01408376497507015,195,195,,,,
0.014072992623283088,196,196,,,,
0.014062095396269129,197,197,,,,
0.014051279474006296,198,198,,,,
0.014040432834674292,199,199,,,,
0.01402949623105486,200,200,,,,
0.014018602118099842,201,201,,,,
0.014007714088907941,202,202,,,,
0.01399675490915803,203,203,,,,
0.013985788817136361,204,204,,,,
0.013974920598119282,205,205,,,,
0.013963930873178055,206,206,,,,
0.013952882694329875,207,207,,,,
0.01394195434330116,208,208,,,,
0.013930922470505912,209,209,,,,
0.013919939197334811,210,210,,,,
0.01390886489528441,211,211,,,,
0.013897905761591133,212,212,,,,
0.01388679189230303,213,213,,,,
0.013875785838083632,214,214,,,,
0.01386468017529197,215,215,,,,
0.013853652523108054,216,216,,,,
0.013842528050200987,217,217,,,,
0.013831407007385225,218,218,,,,
0.013820245046177165,219,219,,,,
0.01380908907702534,220,220,,,,
0.01379798230684565,221,221,,,,
0.013786800044548523,222,222,,,,
0.013775642787824298,223,223,,,,
0.01376441713363762,224,224,,,,
0.013753234432463738,225,225,,,,
0.013741996899600265,226,226,,,,
0.013730807165308221,227,227,,,,
0.013719631644165956,228,228,,,,
0.013708366266621684,229,229,,,,
0.013697051994072574,230,230,,,,
0.013685821717715253,231,231,,,,
0.01367456467017153,232,232,,,,
0.01366327120416513,233,233,,,,
0.013651932657748509,234,234,,,,
0.013640643901029263,235,235,,,,
0.013629347979019983,236,236,,,,
0.013617951523704656,237,237,,,,
0.013606657787554167,238,238,,,,
0.013595322014742107,239,239,,,,
0.013584016127604763,240,240,,,,
0.013572583860874314,241,241,,,,
0.013561215994252652,242,242,,,,
0.013549808755822677,243,243,,,,
0.013538448622959729,244,244,,,,
0.013527031363008117,245,245,,,,
0.013515630793008104,246,246,,,,
0.013504190303482991,247,247,,,,
0.013492737791587665,248,248,,,,
0.013481304410307319,249,249,,,,
0.01346982752869869,250,250,,,,
0.013458298672540028,251,251,,,,
